Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7807,0.7885,0.7909,0.7802,0.7807,0.7885,0.7909,0.7802,0.7807,0.7885,0.7909,0.7802,0.2875,0.2722,0.2655,0.2903,0.2875,0.2722,0.2655,0.2903,0.9927,0.9931,0.9932,0.9924,0.9927,0.9931,0.9932,0.9924,0.9927,0.9931,0.9932,0.9924,0.9701,0.972,0.964,0.9717,0.5905,0.5779,0.7026,0.5787,0.7173,0.7068,0.8021,0.7074,21344,21344,21344,21344,"527,53,8687,12077","551,29,8980,11784","420,160,6187,14577","547,33,8960,11804",0.9701,0.972,0.964,0.9717,0.5905,0.5779,0.7026,0.5787,0.7173,0.7068,0.8021,0.7074,21344,21344,21344,21344,"527,53,8687,12077","551,29,8980,11784","420,160,6187,14577","547,33,8960,11804"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7852,0.7656,0.7705,0.7718,0.7852,0.7656,0.7705,0.7718,0.7852,0.7656,0.7705,0.7718,0.3086,0.3182,0.3107,0.3207,0.3086,0.3182,0.3107,0.3207,0.9925,0.9912,0.9915,0.9915,0.9925,0.9912,0.9915,0.9915,0.9925,0.9912,0.9915,0.9915,0.972,0.9669,0.9615,0.9664,0.4629,0.5953,0.8633,0.5989,0.6048,0.7216,0.9051,0.7244,21344,21344,21344,21344,"560,20,11443,9321","486,94,8543,12221","312,268,2649,18115","479,101,8461,12303",0.972,0.9669,0.9615,0.9664,0.4629,0.5953,0.8633,0.5989,0.6048,0.7216,0.9051,0.7244,21344,21344,21344,21344,"560,20,11443,9321","486,94,8543,12221","312,268,2649,18115","479,101,8461,12303"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7208,0.7216,0.7222,0.7507,0.7208,0.7216,0.7222,0.7507,0.7208,0.7216,0.7222,0.7507,0.3433,0.346,0.3435,0.3138,0.3433,0.346,0.3435,0.3138,0.9899,0.99,0.99,0.99,0.9899,0.99,0.99,0.99,0.9899,0.99,0.99,0.99,0.9687,0.9675,0.9674,0.9675,0.5059,0.4991,0.5805,0.4992,0.6454,0.6394,0.7095,0.6395,21344,21344,21344,21344,"522,58,10488,10276","511,69,10623,10141","495,85,8868,11896","511,69,10621,10143",0.9687,0.9675,0.9674,0.9675,0.5059,0.4991,0.5805,0.4992,0.6454,0.6394,0.7095,0.6395,21344,21344,21344,21344,"522,58,10488,10276","511,69,10623,10141","495,85,8868,11896","511,69,10621,10143"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.785,0.7239,0.7279,0.7561,0.785,0.7239,0.7279,0.7561,0.785,0.7239,0.7279,0.7561,0.3069,0.334,0.3332,0.3519,0.3069,0.334,0.3332,0.3519,0.9925,0.989,0.9892,0.9909,0.9925,0.989,0.9892,0.9909,0.9925,0.989,0.9892,0.9909,0.9696,0.962,0.9604,0.9614,0.5102,0.6535,0.8312,0.6627,0.649,0.7668,0.8857,0.7737,21344,21344,21344,21344,"531,49,10406,10358","407,173,7223,13541","311,269,3333,17431","396,184,7015,13749",0.9696,0.962,0.9604,0.9614,0.5102,0.6535,0.8312,0.6627,0.649,0.7668,0.8857,0.7737,21344,21344,21344,21344,"531,49,10406,10358","407,173,7223,13541","311,269,3333,17431","396,184,7015,13749"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.72,0.7557,0.7296,0.7049,0.72,0.7557,0.7296,0.7049,0.72,0.7557,0.7296,0.7049,0.3202,0.3032,0.3103,0.35,0.3202,0.3032,0.3103,0.35,0.9882,0.9913,0.9885,0.9874,0.9882,0.9913,0.9885,0.9874,0.9882,0.9913,0.9885,0.9874,0.966,0.9659,0.9623,0.9676,0.5895,0.6354,0.5737,0.615,0.717,0.7529,0.7047,0.737,21344,21344,21344,21344,"476,104,8658,12106","465,115,7667,13097","435,145,8954,11810","492,88,8129,12635",0.966,0.9659,0.9623,0.9676,0.5895,0.6354,0.5737,0.615,0.717,0.7529,0.7047,0.737,21344,21344,21344,21344,"476,104,8658,12106","465,115,7667,13097","435,145,8954,11810","492,88,8129,12635"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9723,0.9588,0.9589,0.9728,0.9723,0.9588,0.9589,0.9728,0.9723,0.9588,0.9589,0.9728,0.1111,0.1111,0.1111,0.0758,0.1111,0.1111,0.1111,0.0758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8825,0.9268,0.8954,0.925,0.9368,0.9612,0.9441,0.9603,11475,11475,11475,11475,"9,0,1348,10118","8,1,839,10627","9,0,1200,10266","8,1,860,10606",0.9992,0.9991,0.9992,0.9991,0.8825,0.9268,0.8954,0.925,0.9368,0.9612,0.9441,0.9603,11475,11475,11475,11475,"9,0,1348,10118","8,1,839,10627","9,0,1200,10266","8,1,860,10606"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9713,0.9612,0.9592,0.9736,0.9713,0.9612,0.9592,0.9736,0.9713,0.9612,0.9592,0.9736,0.1111,0.1111,0.1111,0.1102,0.1111,0.1111,0.1111,0.1102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9992,0.8726,0.9184,0.8977,0.8145,0.9312,0.9567,0.9453,0.897,11475,11475,11475,11475,"9,0,1462,10004","8,1,935,10531","9,0,1174,10292","9,0,2129,9337",0.9992,0.9991,0.9992,0.9992,0.8726,0.9184,0.8977,0.8145,0.9312,0.9567,0.9453,0.897,11475,11475,11475,11475,"9,0,1462,10004","8,1,935,10531","9,0,1174,10292","9,0,2129,9337"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9728,0.9626,0.9618,0.9713,0.9728,0.9626,0.9618,0.9713,0.9728,0.9626,0.9618,0.9713,0.1111,0.1111,0.1111,0.0804,0.1111,0.1111,0.1111,0.0804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9992,0.8871,0.9305,0.8912,0.8229,0.9394,0.9632,0.9417,0.9021,11475,11475,11475,11475,"9,0,1295,10171","8,1,797,10669","9,0,1248,10218","9,0,2032,9434",0.9992,0.9991,0.9992,0.9992,0.8871,0.9305,0.8912,0.8229,0.9394,0.9632,0.9417,0.9021,11475,11475,11475,11475,"9,0,1295,10171","8,1,797,10669","9,0,1248,10218","9,0,2032,9434"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9678,0.9617,0.9616,0.9732,0.9678,0.9617,0.9616,0.9732,0.9678,0.9617,0.9616,0.9732,0.1111,0.1111,0.1111,0.1044,0.1111,0.1111,0.1111,0.1044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8471,0.9405,0.8957,0.9391,0.9164,0.9686,0.9442,0.9678,11475,11475,11475,11475,"9,0,1755,9711","8,1,682,10784","9,0,1197,10269","8,1,698,10768",0.9992,0.9991,0.9992,0.9991,0.8471,0.9405,0.8957,0.9391,0.9164,0.9686,0.9442,0.9678,11475,11475,11475,11475,"9,0,1755,9711","8,1,682,10784","9,0,1197,10269","8,1,698,10768"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9714,0.9578,0.9584,0.9719,0.9714,0.9578,0.9584,0.9719,0.9714,0.9578,0.9584,0.9719,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8715,0.933,0.8878,0.9308,0.9305,0.9646,0.9398,0.9634,11475,11475,11475,11475,"9,0,1475,9991","8,1,768,10698","9,0,1288,10178","8,1,793,10673",0.9992,0.9991,0.9992,0.9991,0.8715,0.933,0.8878,0.9308,0.9305,0.9646,0.9398,0.9634,11475,11475,11475,11475,"9,0,1475,9991","8,1,768,10698","9,0,1288,10178","8,1,793,10673"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9703,0.9605,0.959,0.9727,0.9703,0.9605,0.959,0.9727,0.9703,0.9605,0.959,0.9727,0.1111,0.1111,0.1111,0.076,0.1111,0.1111,0.1111,0.076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8599,0.9231,0.8923,0.9213,0.9239,0.9593,0.9423,0.9583,11475,11475,11475,11475,"9,0,1608,9858","8,1,881,10585","9,0,1236,10230","8,1,902,10564",0.9992,0.9991,0.9992,0.9991,0.8599,0.9231,0.8923,0.9213,0.9239,0.9593,0.9423,0.9583,11475,11475,11475,11475,"9,0,1608,9858","8,1,881,10585","9,0,1236,10230","8,1,902,10564"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9705,0.9631,0.9627,0.9773,0.9705,0.9631,0.9627,0.9773,0.9705,0.9631,0.9627,0.9773,0.0888,0.1099,0.1111,0.0716,0.0888,0.1099,0.1111,0.0716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9113,0.8831,0.9285,0.8902,0.9528,0.9371,0.9621,0.9411,11475,11475,11475,11475,"9,0,1018,10448","9,0,1342,10124","9,0,821,10645","9,0,1260,10206",0.9992,0.9992,0.9992,0.9992,0.9113,0.8831,0.9285,0.8902,0.9528,0.9371,0.9621,0.9411,11475,11475,11475,11475,"9,0,1018,10448","9,0,1342,10124","9,0,821,10645","9,0,1260,10206"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9703,0.9518,0.9517,0.9724,0.9703,0.9518,0.9517,0.9724,0.9703,0.9518,0.9517,0.9724,0.1111,0.1111,0.1111,0.074,0.1111,0.1111,0.1111,0.074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8701,0.9194,0.89,0.9197,0.9297,0.9572,0.941,0.9574,11475,11475,11475,11475,"9,0,1491,9975","8,1,924,10542","9,0,1262,10204","8,1,920,10546",0.9992,0.9991,0.9992,0.9991,0.8701,0.9194,0.89,0.9197,0.9297,0.9572,0.941,0.9574,11475,11475,11475,11475,"9,0,1491,9975","8,1,924,10542","9,0,1262,10204","8,1,920,10546"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9654,0.9569,0.957,0.9671,0.9654,0.9569,0.957,0.9671,0.9654,0.9569,0.957,0.9671,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,0.9991,0.9991,0.9991,0.9547,0.9546,0.9597,0.9553,0.9761,0.976,0.9787,0.9764,11475,11475,11475,11475,"8,1,519,10947","8,1,520,10946","8,1,461,11005","8,1,512,10954",0.9991,0.9991,0.9991,0.9991,0.9547,0.9546,0.9597,0.9553,0.9761,0.976,0.9787,0.9764,11475,11475,11475,11475,"8,1,519,10947","8,1,520,10946","8,1,461,11005","8,1,512,10954"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9684,0.9513,0.9528,0.9696,0.9684,0.9513,0.9528,0.9696,0.9684,0.9513,0.9528,0.9696,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8492,0.91,0.881,0.9034,0.9176,0.9521,0.936,0.9485,11475,11475,11475,11475,"9,0,1731,9735","8,1,1032,10434","9,0,1365,10101","8,1,1108,10358",0.9992,0.9991,0.9992,0.9991,0.8492,0.91,0.881,0.9034,0.9176,0.9521,0.936,0.9485,11475,11475,11475,11475,"9,0,1731,9735","8,1,1032,10434","9,0,1365,10101","8,1,1108,10358"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.968,0.9591,0.9589,0.9721,0.968,0.9591,0.9589,0.9721,0.968,0.9591,0.9589,0.9721,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.843,0.9287,0.8875,0.9272,0.914,0.9623,0.9396,0.9615,11475,11475,11475,11475,"9,0,1802,9664","8,1,817,10649","9,0,1291,10175","8,1,834,10632",0.9992,0.9991,0.9992,0.9991,0.843,0.9287,0.8875,0.9272,0.914,0.9623,0.9396,0.9615,11475,11475,11475,11475,"9,0,1802,9664","8,1,817,10649","9,0,1291,10175","8,1,834,10632"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9718,0.9593,0.9573,0.9734,0.9718,0.9593,0.9573,0.9734,0.9718,0.9593,0.9573,0.9734,0.1111,0.1111,0.1111,0.0741,0.1111,0.1111,0.1111,0.0741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8668,0.9252,0.8954,0.921,0.9279,0.9604,0.9441,0.9581,11475,11475,11475,11475,"9,0,1528,9938","8,1,857,10609","9,0,1200,10266","8,1,906,10560",0.9992,0.9991,0.9992,0.9991,0.8668,0.9252,0.8954,0.921,0.9279,0.9604,0.9441,0.9581,11475,11475,11475,11475,"9,0,1528,9938","8,1,857,10609","9,0,1200,10266","8,1,906,10560"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9728,0.9611,0.9613,0.973,0.9728,0.9611,0.9613,0.973,0.9728,0.9611,0.9613,0.973,0.1111,0.1504,0.1111,0.1086,0.1111,0.1504,0.1111,0.1086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8783,0.9393,0.8915,0.9387,0.9345,0.968,0.9419,0.9676,11475,11475,11475,11475,"9,0,1396,10070","8,1,695,10771","9,0,1245,10221","8,1,702,10764",0.9992,0.9991,0.9992,0.9991,0.8783,0.9393,0.8915,0.9387,0.9345,0.968,0.9419,0.9676,11475,11475,11475,11475,"9,0,1396,10070","8,1,695,10771","9,0,1245,10221","8,1,702,10764"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9801,0.9758,0.9761,0.9812,0.9801,0.9758,0.9761,0.9812,0.9801,0.9758,0.9761,0.9812,0.0381,0.0477,0.0497,0.0421,0.0381,0.0477,0.0497,0.0421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.962,0.9504,0.958,0.9523,0.9799,0.9738,0.9778,0.9748,11467,11467,11467,11467,"9,0,436,11022","9,0,569,10889","9,0,482,10976","9,0,547,10911",0.9992,0.9992,0.9992,0.9992,0.962,0.9504,0.958,0.9523,0.9799,0.9738,0.9778,0.9748,11467,11467,11467,11467,"9,0,436,11022","9,0,569,10889","9,0,482,10976","9,0,547,10911"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9717,0.9608,0.9608,0.9727,0.9717,0.9608,0.9608,0.9727,0.9717,0.9608,0.9608,0.9727,0.1111,0.1111,0.1111,0.1087,0.1111,0.1111,0.1111,0.1087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8801,0.9343,0.8914,0.9338,0.9354,0.9653,0.9418,0.965,11475,11475,11475,11475,"9,0,1376,10090","8,1,753,10713","9,0,1246,10220","8,1,759,10707",0.9992,0.9991,0.9992,0.9991,0.8801,0.9343,0.8914,0.9338,0.9354,0.9653,0.9418,0.965,11475,11475,11475,11475,"9,0,1376,10090","8,1,753,10713","9,0,1246,10220","8,1,759,10707"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9709,0.9608,0.9579,0.9729,0.9709,0.9608,0.9579,0.9729,0.9709,0.9608,0.9579,0.9729,0.1111,0.1111,0.1111,0.1101,0.1111,0.1111,0.1111,0.1101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9992,0.8642,0.9236,0.8951,0.8083,0.9264,0.9595,0.9439,0.8932,11475,11475,11475,11475,"9,0,1558,9908","8,1,876,10590","9,0,1204,10262","9,0,2200,9266",0.9992,0.9991,0.9992,0.9992,0.8642,0.9236,0.8951,0.8083,0.9264,0.9595,0.9439,0.8932,11475,11475,11475,11475,"9,0,1558,9908","8,1,876,10590","9,0,1204,10262","9,0,2200,9266"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9709,0.9519,0.9524,0.9708,0.9709,0.9519,0.9524,0.9708,0.9709,0.9519,0.9524,0.9708,0.1111,0.1111,0.1111,0.0823,0.1111,0.1111,0.1111,0.0823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8715,0.921,0.8915,0.9165,0.9306,0.9581,0.9419,0.9557,11475,11475,11475,11475,"9,0,1474,9992","8,1,905,10561","9,0,1245,10221","8,1,957,10509",0.9992,0.9991,0.9992,0.9991,0.8715,0.921,0.8915,0.9165,0.9306,0.9581,0.9419,0.9557,11475,11475,11475,11475,"9,0,1474,9992","8,1,905,10561","9,0,1245,10221","8,1,957,10509"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.972,0.9572,0.9574,0.9725,0.972,0.9572,0.9574,0.9725,0.972,0.9572,0.9574,0.9725,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9991,0.9992,0.9991,0.8793,0.9292,0.8893,0.9278,0.935,0.9625,0.9406,0.9618,11475,11475,11475,11475,"9,0,1385,10081","8,1,812,10654","9,0,1270,10196","8,1,827,10639",0.9992,0.9991,0.9992,0.9991,0.8793,0.9292,0.8893,0.9278,0.935,0.9625,0.9406,0.9618,11475,11475,11475,11475,"9,0,1385,10081","8,1,812,10654","9,0,1270,10196","8,1,827,10639"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9806,0.9771,0.977,0.9816,0.9806,0.9771,0.977,0.9816,0.9806,0.9771,0.977,0.9816,0.0344,0.0456,0.0404,0.0402,0.0344,0.0456,0.0404,0.0402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9656,0.9596,0.9598,0.9545,0.9818,0.9786,0.9787,0.9759,11467,11467,11467,11467,"9,0,394,11064","9,0,463,10995","9,0,461,10997","9,0,522,10936",0.9992,0.9992,0.9992,0.9992,0.9656,0.9596,0.9598,0.9545,0.9818,0.9786,0.9787,0.9759,11467,11467,11467,11467,"9,0,394,11064","9,0,463,10995","9,0,461,10997","9,0,522,10936"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_EXIT_NORMAL-{CRN}_.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9707,0.9631,0.9625,0.9769,0.9707,0.9631,0.9625,0.9769,0.9707,0.9631,0.9625,0.9769,0.0883,0.1094,0.1111,0.0553,0.0883,0.1094,0.1111,0.0553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9992,0.9992,0.9117,0.8831,0.9283,0.8907,0.9531,0.9372,0.962,0.9414,11475,11475,11475,11475,"9,0,1013,10453","9,0,1341,10125","9,0,823,10643","9,0,1254,10212",0.9992,0.9992,0.9992,0.9992,0.9117,0.8831,0.9283,0.8907,0.9531,0.9372,0.962,0.9414,11475,11475,11475,11475,"9,0,1013,10453","9,0,1341,10125","9,0,823,10643","9,0,1254,10212"
